territory,year,company_total,company_individual,company_society,company_density,company_nr_cae_a,company_nr_cae_b,company_nr_cae_c,company_nr_cae_d,company_nr_cae_e,company_nr_cae_f,company_nr_cae_g,company_nr_cae_h,company_nr_cae_i,company_nr_cae_j,company_nr_cae_l,company_nr_cae_m,company_nr_cae_n,company_nr_cae_p,company_nr_cae_q,company_nr_cae_r,company_nr_cae_s,company_nr_employee_[<10],company_nr_employee_[10-19],company_nr_employee_[20-49],company_nr_employee_[50-249],company_nr_employee_[>249],company_employee_nr_cae_a,company_employee_nr_cae_b,company_employee_nr_cae_c,company_employee_nr_cae_d,company_employee_nr_cae_e,company_employee_nr_cae_f,company_employee_nr_cae_g,company_employee_nr_cae_h,company_employee_nr_cae_i,company_employee_nr_cae_j,company_employee_nr_cae_l,company_employee_nr_cae_m,company_employee_nr_cae_n,company_employee_nr_cae_p,company_employee_nr_cae_q,company_employee_nr_cae_r,company_employee_nr_cae_s,company_employee_nr_total,company_gva_cae_a,company_gva_cae_b,company_gva_cae_c,company_gva_cae_d,company_gva_cae_e,company_gva_cae_f,company_gva_cae_g,company_gva_cae_h,company_gva_cae_i,company_gva_cae_j,company_gva_cae_l,company_gva_cae_m,company_gva_cae_n,company_gva_cae_p,company_gva_cae_q,company_gva_cae_r,company_gva_cae_s,company_gva_total,company_births_af,company_births_ice,company_births_s,company_births_total
Caminha,2020,2262,1679,583,16.6,192,1,95,6,1,340,403,23,258,18,53,179,249,112,145,74,113,2207,37,13,5,0,381,0,305,6,0,608,938,48,731,26,75,241,286,0,194,90,136,4330,4386,0,3635,9188,0,6935,16457,545,6294,468,1603,3536,1785,0,2382,102,1005,56466,18,42,173,233
Caminha,2021,2362,1758,604,17.3,187,0,97,3,1,357,408,23,273,22,60,190,267,123,156,85,110,2307,38,13,4,0,0,0,330,3,0,643,964,50,754,33,83,251,309,192,216,101,132,4448,0,0,4429,6585,0,7593,16944,667,7693,629,1897,4795,2257,-674,3289,580,913,61526,13,53,242,308
Caminha,2022,2466,1832,634,18.1,184,0,98,8,1,364,400,29,294,26,65,196,301,127,157,100,116,2401,46,14,4,1,390,0,332,8,0,674,963,61,1098,46,91,271,343,0,227,115,136,4959,4372,0,4381,7213,0,8240,17898,932,12159,1198,2923,5071,2387,0,3863,1310,1117,72421,23,52,266,341
Caminha,2023,2615,1957,658,19.2,180,0,98,6,1,372,411,35,324,34,71,213,359,136,160,94,121,2549,49,13,4,0,411,0,304,0,0,680,969,66,843,52,97,306,397,214,224,107,142,4819,5583,0,5649,0,0,10763,17687,1055,13674,1605,1642,4943,2810,-576,4410,1637,1092,80142,12,38,311,361
Caminha,2024,2697,2017,680,19.8,163,0,102,6,1,397,411,39,346,46,74,227,366,129,164,97,129,2639,41,14,3,0,0,0,255,6,0,729,941,71,872,62,99,312,401,212,245,107,148,4836,0,0,4325,6376,0,10525,21327,1266,16159,1558,2460,5826,3043,-713,4951,1067,1222,83994,8,65,285,358
Campo Maior,2016,724,525,199,2.9,209,0,37,0,3,20,132,16,65,1,10,52,53,25,49,19,33,700,8,7,6,3,354,0,858,0,0,67,1838,69,131,0,20,393,56,29,67,23,34,3955,869,0,30062,0,0,652,67093,2278,811,0,2467,9830,379,142,765,214,140,116294,23,5,57,85
Campo Maior,2017,754,549,205,3.1,221,0,37,0,3,24,131,14,62,1,9,52,60,28,54,23,35,730,8,7,6,3,374,0,867,0,0,72,1882,69,123,0,19,457,62,33,78,26,36,4114,2297,0,33757,0,0,863,75363,2479,819,0,2997,9567,333,182,1029,422,153,130856,23,10,61,94
Campo Maior,2018,754,548,206,3.1,222,0,33,0,3,26,131,13,62,5,10,53,61,28,45,27,35,732,6,7,6,3,371,0,915,0,11,74,1870,75,127,6,32,508,62,33,59,29,35,4207,2283,0,37739,0,477,771,75955,2565,728,10,2888,12038,373,195,611,511,159,137301,18,5,70,93
Campo Maior,2019,760,547,213,3.1,211,0,31,2,3,29,129,15,59,5,11,60,64,28,47,23,43,739,5,7,6,3,367,0,956,0,11,81,1924,84,131,0,0,510,67,34,55,28,44,4332,1497,0,38359,0,425,849,77228,2741,727,0,0,12384,367,251,614,372,196,138851,11,6,67,84
Campo Maior,2020,717,508,209,2.9,190,0,34,2,3,25,126,13,58,7,9,60,62,19,43,23,43,695,8,5,6,3,356,0,1036,0,11,63,1925,79,131,0,30,513,65,25,51,0,45,4364,1637,0,34427,0,441,834,48462,2649,55,0,3170,12514,384,164,400,0,205,105411,9,5,58,72
Campo Maior,2021,768,555,213,3.1,212,0,40,1,3,28,124,13,64,8,14,67,58,21,56,20,39,747,9,4,5,3,378,0,1034,0,0,68,1855,77,95,10,30,560,60,22,64,23,41,4329,2685,0,36466,0,0,843,41748,2524,754,134,2854,13967,336,105,508,224,166,103689,20,11,68,99
Campo Maior,2022,751,533,218,3.0,179,0,45,1,3,32,122,11,66,7,12,65,65,25,56,21,41,729,10,5,4,3,339,0,890,0,11,87,1991,56,169,8,0,565,70,26,64,24,43,4372,2867,0,34169,0,442,866,61543,1841,1180,28,0,17350,392,142,481,231,167,124785,12,16,65,93
Campo Maior,2023,786,570,216,3.2,206,0,47,2,3,32,125,12,66,6,13,64,64,26,53,25,42,764,10,7,1,4,356,0,774,0,11,81,2144,55,145,6,0,573,68,27,59,29,42,4401,5190,0,35507,0,426,862,76190,2149,1032,91,0,20390,393,158,488,-3,218,146396,29,12,74,115
Campo Maior,2024,825,596,229,3.3,209,0,47,2,3,34,131,13,72,9,11,66,68,28,58,29,45,805,9,6,1,4,332,0,774,0,0,81,2124,60,136,10,26,566,72,29,63,32,45,4363,7503,0,37110,0,0,1144,84489,2516,1451,-105,3033,20788,429,205,540,181,257,160026,30,10,85,125
Cantanhede,2016,4963,3876,1087,12.7,1198,8,292,80,4,425,966,56,257,26,71,343,493,175,254,88,227,4834,77,30,20,2,1331,40,3028,80,145,1069,2533,242,699,26,94,465,564,248,340,101,315,11320,6008,718,99010,163,2382,13680,49904,6942,7984,193,2413,4395,3929,1620,4327,520,2371,206556,104,142,383,629
Cantanhede,2017,5125,4017,1108,13.1,1193,8,305,81,4,423,980,65,262,19,72,370,542,187,282,96,236,5000,75,27,21,2,1338,31,3142,81,146,1057,2572,270,670,19,89,514,615,272,377,114,329,11636,5567,799,108684,172,2538,15303,52551,7155,8925,242,2132,4182,4143,1296,4499,544,2487,221218,116,84,486,686
Cantanhede,2018,5133,4003,1130,13.1,1133,5,296,95,5,437,957,66,274,19,70,378,586,167,303,101,241,5008,74,28,21,2,1290,19,3179,95,159,1088,2626,271,677,20,89,525,650,249,402,114,333,11786,6162,401,105545,206,3246,16708,57671,7107,9583,190,2592,4747,4156,580,5094,656,2574,227218,115,94,432,641
Cantanhede,2019,5087,3925,1162,13.0,1115,6,298,94,5,455,951,70,263,20,78,367,553,163,302,101,246,4962,72,28,23,2,1407,21,3198,94,162,1115,2623,303,704,21,114,519,619,192,402,112,335,11941,7911,371,96020,210,3415,18621,58782,7818,10140,268,4002,5142,4196,436,5282,678,2853,226144,106,66,398,570
Cantanhede,2020,4985,3793,1192,12.8,1074,6,278,102,5,474,924,70,256,19,89,354,529,171,288,96,250,4859,74,27,22,3,1427,22,3161,102,165,1067,2813,291,640,22,120,517,617,199,387,117,334,12001,12040,643,91680,202,3268,17332,56158,8133,6141,247,3156,6335,4089,442,4495,572,2324,217256,69,60,343,472
Cantanhede,2021,5056,3825,1231,12.9,1049,6,287,100,5,479,923,73,248,22,94,367,577,166,318,91,251,4923,76,32,22,3,1362,22,3234,100,166,1089,2827,290,590,48,123,527,666,234,412,109,339,12138,11436,679,116920,91,3549,17780,67043,8431,6651,547,3365,6219,4639,843,5231,709,2512,256646,91,65,391,547
Cantanhede,2022,5146,3903,1243,13.2,1012,5,284,105,6,483,891,78,255,26,98,384,639,183,337,114,246,5016,75,31,21,3,1162,23,3145,105,159,1064,2821,311,623,53,128,610,713,254,440,134,340,12085,14974,850,138041,53,4358,17849,76690,9913,9559,676,2118,7641,5262,880,5809,1078,3094,298843,83,59,461,603
Cantanhede,2023,5234,3950,1284,13.4,962,5,278,76,5,488,886,86,259,32,106,395,736,177,361,119,263,5084,88,39,20,3,1168,23,3203,76,160,1148,2882,343,654,56,130,647,812,248,465,146,361,12522,13745,1698,137780,59,5143,24331,75332,10305,11592,906,3717,7538,5641,709,6224,1110,3738,309565,74,69,548,691
Cantanhede,2024,5304,3985,1319,13.6,932,5,284,69,5,513,893,92,270,34,101,409,755,182,355,122,283,5141,98,40,22,3,1123,0,3221,69,155,1396,2851,358,717,0,137,685,836,261,467,125,389,12871,14215,0,132260,98,6202,37999,86161,12195,12948,0,3012,10976,6311,633,6551,765,4290,336770,62,77,485,624
Carrazeda de Ansiães,2016,1043,880,163,3.7,661,0,49,5,1,35,95,14,51,2,2,28,22,22,23,9,24,1030,12,1,0,0,740,0,145,5,0,83,220,18,81,0,0,43,38,23,32,10,38,1489,2800,0,2037,9,0,1107,3589,93,1036,0,0,412,579,168,351,52,551,13021,33,12,26,71
Carrazeda de Ansiães,2017,1072,906,166,3.8,686,0,49,5,1,36,96,14,48,2,2,24,20,24,25,11,29,1059,11,2,0,0,809,0,148,5,0,77,225,17,82,0,0,38,36,26,34,13,44,1570,3108,0,2106,10,0,1078,3556,80,1169,0,0,419,722,163,414,92,475,13739,70,6,37,113
Carrazeda de Ansiães,2018,1112,941,171,4.0,673,0,50,9,1,39,117,17,50,2,2,29,24,25,30,12,32,1100,10,1,1,0,762,0,141,9,0,86,248,79,80,0,0,45,44,28,38,13,50,1640,3318,0,2028,23,0,1121,3696,1640,1173,0,0,498,769,192,350,118,346,15519,55,17,71,143
Carrazeda de Ansiães,2019,1116,928,188,4.0,670,0,51,9,1,43,115,18,53,2,3,30,28,18,30,14,31,1102,11,2,1,0,778,0,0,9,0,99,264,80,88,0,3,47,48,24,37,15,46,1704,3449,0,0,24,0,1211,4177,1729,1270,0,52,620,701,232,287,84,61,16614,51,9,30,90
Carrazeda de Ansiães,2020,1065,873,192,3.8,613,0,50,10,1,41,109,17,59,2,4,31,38,19,28,11,32,1055,6,4,0,0,694,0,0,10,0,88,246,65,100,0,4,47,56,22,34,12,34,1564,2928,0,0,17,0,1141,4551,-60,844,0,65,513,580,270,265,68,228,13659,39,8,35,82
Carrazeda de Ansiães,2021,1041,849,192,3.7,598,0,43,9,1,45,110,16,52,3,5,34,31,22,31,10,31,1026,10,5,0,0,726,0,138,0,0,113,256,69,93,8,5,49,47,26,37,10,33,1628,3136,0,2229,0,0,1452,4745,538,927,136,45,709,726,288,387,97,229,15655,40,3,36,79
Carrazeda de Ansiães,2022,1028,843,185,3.7,583,0,43,8,1,49,104,12,56,4,3,37,36,24,32,9,27,1011,12,4,1,0,701,0,144,8,0,117,233,67,124,9,3,53,50,33,39,0,27,1627,2247,0,3048,3,0,1266,4899,1236,1491,113,72,822,761,293,480,0,207,17057,47,10,40,97
Carrazeda de Ansiães,2023,1057,851,206,3.8,577,0,44,5,1,54,107,10,60,4,6,41,45,25,36,12,30,1042,10,4,1,0,699,0,0,5,0,130,243,71,128,8,6,57,65,30,43,13,30,1667,3394,0,0,5,0,1697,4617,1728,1844,136,71,836,749,286,470,134,255,19236,60,7,62,129
Carrazeda de Ansiães,2024,1019,802,217,3.6,546,0,49,3,1,54,107,11,55,4,7,36,47,20,36,13,30,999,15,4,1,0,708,0,147,3,0,149,242,69,121,0,7,51,66,24,48,14,30,1696,2762,0,3180,4,0,2130,4863,1552,1758,0,70,920,1050,338,587,66,273,19987,41,8,39,88
Carregal do Sal,2016,843,596,247,7.2,146,1,83,3,2,74,180,14,55,5,15,60,67,23,54,14,47,814,10,12,7,0,180,0,918,3,0,226,384,20,139,9,15,338,103,24,107,15,60,2544,1148,0,22829,4,0,2779,5713,289,2372,49,30,15193,1423,108,1510,68,479,54156,16,17,60,93
Carregal do Sal,2017,851,607,244,7.3,154,1,81,2,2,67,174,15,62,7,14,62,69,20,55,13,53,816,16,11,8,0,205,0,1028,0,0,219,378,24,146,8,14,356,116,22,98,15,66,2700,1413,0,23691,0,0,2640,5091,280,2872,73,144,14010,1719,119,1488,96,490,54310,21,15,66,102
Carregal do Sal,2018,860,607,253,7.4,131,1,79,3,2,80,177,14,58,6,16,74,73,22,59,13,52,829,11,11,9,0,163,0,1124,3,0,233,384,21,167,7,17,367,116,25,114,14,64,2822,1130,0,29243,5,0,2965,5572,319,3411,167,485,14561,1901,137,1878,91,574,62579,13,23,81,117
Carregal do Sal,2019,857,602,255,7.3,132,1,77,3,2,81,178,14,54,4,19,70,69,21,62,20,50,823,13,12,9,0,174,0,1094,3,0,218,455,24,126,13,20,410,124,24,114,22,62,2887,1630,0,28289,4,0,2648,6276,277,3702,146,116,15923,1767,143,1976,66,638,63739,9,13,66,88
Carregal do Sal,2020,869,613,256,7.4,132,1,75,3,2,87,182,14,54,6,19,69,72,22,65,19,47,832,15,13,9,0,182,0,1047,3,0,253,410,23,177,13,19,433,121,24,86,21,56,2872,843,0,27150,3,0,3522,6481,263,1424,53,613,15049,2184,133,1316,70,517,59698,12,12,60,84
Carregal do Sal,2021,885,622,263,7.6,132,1,75,3,3,99,178,11,54,5,22,72,80,25,59,19,47,850,16,9,10,0,187,0,1066,3,3,272,401,21,213,0,25,498,133,30,79,19,56,3016,1102,0,30959,1,14,3922,7486,344,3091,0,294,17877,2199,192,1602,76,453,69633,11,20,66,97
Carregal do Sal,2022,917,643,274,7.8,132,1,77,6,2,99,182,12,52,5,22,71,98,23,66,20,49,878,18,11,10,0,189,0,1148,6,0,287,429,25,242,9,26,512,124,27,92,20,56,3195,1382,0,31323,0,0,5153,10140,455,3646,72,486,19595,2036,178,1529,113,459,76656,13,16,79,108
Carregal do Sal,2023,921,630,291,7.9,119,1,78,3,2,105,164,11,53,9,30,77,111,21,64,16,57,880,21,10,10,0,175,0,1134,3,0,319,431,27,253,10,38,578,147,25,92,16,66,3320,1637,0,37959,0,0,5623,9281,479,4336,86,795,21499,3187,154,1948,81,576,87829,4,15,86,105
Carregal do Sal,2024,982,665,317,8.4,117,1,80,3,2,114,180,15,62,8,33,87,103,22,76,19,60,940,20,12,10,0,175,0,1155,3,0,322,448,31,247,9,44,571,149,27,104,20,70,3385,1594,0,37671,0,0,6063,9410,818,5823,106,883,23090,3864,188,1978,173,646,92421,15,19,114,148
Cartaxo,2016,2260,1590,670,14.3,290,0,149,13,3,127,485,38,167,22,70,204,253,102,146,66,125,2189,36,28,7,0,515,0,1159,50,29,283,1324,113,294,37,93,285,408,109,288,85,153,5225,5636,0,38208,8754,1387,4339,23259,1911,3428,715,1089,3735,3750,664,3255,722,921,101774,17,43,278,338
Cartaxo,2017,2287,1620,667,14.5,284,0,146,14,2,126,471,41,181,28,77,208,264,111,145,75,114,2217,35,26,9,0,510,0,1200,50,0,288,1320,126,320,48,101,293,433,0,283,104,138,5360,6468,0,39354,9104,0,4126,25136,3301,3783,910,1420,3695,4350,0,3496,746,959,109126,23,17,269,309
Cartaxo,2018,2340,1668,672,14.8,284,0,154,12,3,140,472,44,164,32,80,207,276,122,151,77,122,2268,37,25,10,0,507,0,1251,50,24,299,1379,136,302,48,106,316,498,136,299,81,145,5577,6502,0,37831,8690,1552,4753,27776,2668,4093,1035,2819,3210,5116,757,4035,427,1039,112304,24,44,275,343
Cartaxo,2019,2294,1592,702,14.5,282,0,152,13,2,148,454,48,156,29,77,204,252,121,153,74,129,2220,39,26,9,0,549,0,1270,49,0,320,1264,136,311,0,105,311,498,140,311,77,149,5564,8499,0,38303,6011,0,4820,26286,3075,5328,0,2181,2993,5471,758,4095,515,1062,111867,12,21,238,271
Cartaxo,2020,2298,1586,712,14.5,275,0,152,14,3,150,448,48,150,30,86,203,253,123,157,73,133,2226,39,24,9,0,581,0,1103,40,25,344,1226,122,306,58,116,289,418,140,313,78,156,5315,8384,0,38403,8145,1642,5042,23199,3113,2746,894,2350,3863,4703,622,3926,435,974,108442,12,40,221,273
Cartaxo,2021,2371,1610,761,15.0,272,0,155,14,2,174,453,54,153,33,87,209,269,119,185,69,123,2296,42,23,10,0,534,0,1133,42,0,389,1204,146,306,0,124,292,429,133,358,74,144,5446,9965,0,46411,7500,0,6870,23899,3561,3370,0,3529,4126,4929,772,4430,768,1106,124179,16,49,261,326
Cartaxo,2022,2469,1686,783,15.6,266,0,152,13,1,169,461,61,156,36,94,218,307,116,181,99,139,2384,54,20,11,0,519,0,1146,37,0,403,1293,155,344,0,130,300,435,128,351,106,160,5590,10033,0,51802,7927,0,7169,26399,4269,5195,0,3936,4252,4990,826,4611,884,1251,137078,16,28,310,354
Cartaxo,2023,2556,1737,819,16.2,261,0,155,9,3,182,451,77,151,34,99,223,351,127,182,96,155,2475,48,25,8,0,525,0,1056,31,26,414,1234,191,342,57,137,335,504,140,367,107,175,5641,16094,0,60064,8198,2116,8190,28867,5316,6496,1535,3173,4057,6224,1088,4981,1090,1240,158729,15,42,332,389
Cartaxo,2024,2711,1849,862,17.1,252,0,156,9,3,211,451,97,157,37,108,250,399,143,173,93,172,2623,53,26,9,0,560,0,1085,45,26,478,1198,262,400,70,149,372,605,157,337,100,189,6033,14079,0,57993,8332,2094,10642,25922,5817,7445,2142,2802,5020,7907,1111,5381,989,1380,159057,15,61,350,426
Cascais,2016,27788,17792,9996,285.3,404,1,734,45,14,1338,3783,419,2075,812,1525,4388,5400,1396,2673,1327,1454,27025,429,218,103,13,0,0,3957,59,1221,4340,14087,2879,9452,1545,2231,7186,8280,2801,4404,2427,2294,67760,0,0,100135,6615,47395,81708,327974,554979,146344,34604,50791,182819,91756,50338,82331,82205,19291,1864251,41,302,4775,5118
Cascais,2017,29429,18799,10630,302.1,422,3,739,46,18,1387,3749,480,2287,872,1770,4593,5917,1402,2757,1449,1538,28586,493,226,107,17,661,0,4144,58,0,4594,14331,2951,10361,1735,2579,7747,9470,2893,4557,2625,2374,72389,4876,0,107382,8079,0,101724,348252,592590,181193,39764,91196,205319,99612,55105,88650,93831,20792,2085780,59,280,5114,5453
Cascais,2018,30760,19260,11500,315.8,433,4,745,46,18,1470,3732,644,2546,934,2043,4632,6248,1421,2815,1488,1541,29870,530,226,115,19,0,0,4241,59,1242,4961,14730,3109,11154,1833,3002,7966,10356,2970,5085,2710,2347,76445,0,0,108189,9860,49697,110011,368620,632013,198787,42736,93084,224460,116504,63027,90869,87793,22402,2224427,56,308,5377,5741
Cascais,2019,32267,19808,12459,331.3,448,3,749,48,17,1574,3805,934,2644,1041,2203,4695,6658,1486,2785,1564,1613,31337,534,255,121,20,0,0,4516,64,1369,5428,15004,3551,11677,2002,3208,8220,11635,3096,5375,2870,2380,81130,0,0,115346,10775,55251,120612,369715,672403,210684,51128,110827,197885,130354,61716,98034,93610,20751,2323539,55,322,5437,5814
Cascais,2020,32088,19073,13015,329.4,440,3,739,55,20,1669,3757,1045,2492,1086,2344,4760,6315,1433,2829,1502,1599,31191,525,239,113,20,0,0,3963,75,1394,5888,15189,3511,10860,2186,3278,8231,11160,3111,5449,2808,2318,80132,0,0,96952,9390,48882,140278,346453,518173,86994,55215,79348,235029,116360,47391,85321,85920,14008,1969075,38,290,4203,4531
Cascais,2021,33630,19967,13663,345.3,453,3,767,58,21,1786,3810,1081,2504,1205,2588,5066,6729,1461,2993,1509,1596,32734,522,240,116,18,718,10,4104,91,1434,5969,14641,3560,10464,2259,3630,8611,11202,3095,5553,2805,2253,80399,6340,61,115357,6733,54877,149428,371981,597804,152984,62627,112070,257901,141377,63648,95332,62108,16498,2267125,54,353,5205,5612
Cascais,2022,36356,22089,14267,373.3,424,5,819,82,14,1905,3846,1206,2631,1432,2804,5364,7768,1538,3115,1663,1740,35410,544,254,128,20,687,10,4141,118,1399,6450,15270,3731,11861,2793,3959,9136,13958,3188,5575,2994,2475,87745,6925,96,103551,17120,50128,185645,416325,691545,278699,86256,125326,336613,194233,84305,101764,112252,23273,2814056,40,385,6277,6702
Cascais,2023,38718,23699,15019,397.5,430,4,825,60,14,2006,3875,1485,2808,1695,2928,5656,8389,1603,3249,1818,1873,37719,563,284,131,21,0,0,4155,101,1460,6956,15282,3911,12988,3363,4151,9562,14289,3568,7223,3207,2592,93517,0,0,152236,13194,64909,208888,449258,810948,292051,132219,148931,334804,197961,75938,165646,96518,26611,3176135,57,373,6506,6936
Cascais,2024,39912,24413,15499,409.8,421,4,844,61,14,2091,3831,1628,2862,1876,3042,5902,8460,1626,3359,1913,1978,38873,574,304,136,25,0,0,3999,95,1439,7500,14849,4448,13945,3573,4268,9952,14782,3701,7398,3320,2770,96702,0,0,123108,9853,66002,235848,448057,883496,337996,145088,175957,364126,224180,86739,180957,115757,29843,3432230,47,398,5966,6411
Castanheira de Pêra,2016,262,187,75,3.9,23,0,24,0,2,27,81,7,30,2,1,17,22,12,5,3,6,254,3,2,3,0,33,0,204,0,0,37,113,15,52,0,0,28,55,12,59,3,6,636,300,0,2911,0,0,258,1290,191,634,0,0,714,693,92,94,4,70,7756,4,6,21,31
Castanheira de Pêra,2017,274,196,78,4.1,27,0,23,0,1,29,79,6,35,2,3,20,17,15,6,4,7,266,3,2,3,0,47,0,198,0,0,44,113,12,65,0,3,30,49,16,0,4,7,652,1217,0,3395,0,0,390,1286,150,617,0,1,695,651,78,0,7,59,8573,5,7,30,42
Castanheira de Pêra,2018,257,171,86,3.8,26,0,22,1,1,26,76,7,29,2,2,16,18,16,7,2,6,249,3,2,3,0,50,0,0,0,0,40,115,13,55,0,0,26,54,19,65,0,6,647,707,0,0,0,0,588,1360,172,583,0,0,760,815,94,115,0,61,8782,5,5,22,32
Castanheira de Pêra,2019,258,166,92,3.9,21,0,20,1,1,23,76,6,35,2,1,17,16,18,9,3,9,248,5,2,3,0,42,0,196,0,0,39,119,16,62,0,0,28,49,20,67,3,9,656,856,0,3958,0,0,491,1439,480,700,0,0,706,876,110,91,8,77,9810,4,3,24,31
Castanheira de Pêra,2020,251,153,98,3.8,22,0,23,1,0,22,73,7,33,2,2,13,20,14,8,2,9,241,5,2,3,0,44,0,200,0,0,37,118,18,52,0,0,26,45,15,68,0,9,641,911,0,3555,0,0,420,1453,439,412,0,0,772,554,81,143,0,84,8864,2,5,22,29
Castanheira de Pêra,2021,273,168,105,4.1,21,0,23,1,0,25,72,7,39,2,1,19,25,16,9,3,10,263,5,2,3,0,48,0,203,0,0,44,111,19,69,0,0,37,53,17,69,3,10,688,1007,0,3593,0,0,509,1644,502,494,0,0,1011,673,72,174,5,59,9778,1,5,32,38
Castanheira de Pêra,2022,258,154,104,3.9,20,0,20,1,0,22,63,5,40,2,1,18,28,15,9,2,12,249,4,2,3,0,54,0,203,0,0,42,104,13,78,0,0,36,71,16,84,0,12,720,1280,0,4521,0,0,479,1738,383,714,0,0,1462,631,112,201,0,98,11677,2,1,22,25
Castanheira de Pêra,2023,287,170,117,4.3,23,0,19,1,0,29,69,7,44,3,2,20,27,15,10,3,15,275,7,2,3,0,52,0,204,0,0,51,119,16,79,4,0,38,67,17,86,3,15,754,1595,0,4852,0,0,844,2221,479,872,34,0,1397,1186,122,250,46,113,14042,3,8,35,46
Castanheira de Pêra,2024,293,170,123,4.4,19,0,19,0,0,33,65,8,46,6,7,21,28,13,8,3,17,280,7,3,3,0,46,0,210,0,0,56,120,17,80,17,8,39,71,17,81,3,17,782,1477,0,5042,0,0,911,2703,495,1226,572,89,1565,964,122,253,10,130,15558,1,6,30,37
Castelo Branco,2016,5645,3983,1662,3.9,580,4,274,26,5,504,1135,82,474,65,108,594,523,358,457,135,321,5496,94,37,16,2,820,0,2229,26,146,1234,2706,458,1064,415,162,863,636,0,800,186,553,12748,5822,0,47777,25426,4488,23893,59715,12963,12068,7603,1891,10899,4088,0,12887,1104,4257,237823,95,91,592,778
Castelo Branco,2017,5805,4134,1671,4.0,586,3,273,28,3,508,1167,76,476,79,116,609,559,376,481,135,330,5656,86,44,18,1,867,0,2273,28,0,1290,2746,509,1094,411,177,893,682,433,825,185,603,13218,4589,0,54528,24395,0,27470,53106,15749,14349,7348,4896,11910,4504,1754,13481,1009,4095,250941,92,71,649,812
Castelo Branco,2018,5806,4120,1686,4.0,572,2,283,32,3,496,1113,84,476,80,120,617,538,429,498,139,324,5641,103,43,18,1,854,0,2386,32,0,1282,2777,558,1142,399,192,873,690,482,844,197,577,13497,5943,0,57825,24031,0,28831,58604,17298,15757,7174,3662,11755,5372,2093,15125,1059,3827,266409,92,83,534,709
Castelo Branco,2019,5923,4148,1775,4.1,604,2,294,32,3,498,1119,94,472,81,135,599,550,431,520,149,340,5743,112,47,20,1,915,0,2388,32,0,1324,2774,570,1226,405,216,899,714,496,892,206,597,13872,7068,0,63984,25673,0,27622,59103,30982,17517,8641,3394,13085,6007,2507,16244,1088,4213,295799,74,67,594,735
Castelo Branco,2020,5843,4024,1819,4.1,615,2,279,32,3,475,1079,89,466,83,145,603,535,419,523,153,342,5667,111,42,22,1,945,0,2267,32,0,1272,2752,585,1097,417,223,899,706,472,1018,206,555,13657,7358,0,60262,23672,0,29840,57629,32183,11929,8764,3630,12808,4926,1822,20397,591,3505,287801,75,44,508,627
Castelo Branco,2021,5900,4040,1860,4.1,617,3,272,29,3,487,1057,101,441,94,163,634,512,445,553,162,327,5722,115,43,19,1,976,0,2281,29,170,1278,2640,378,1001,453,253,893,679,496,958,0,461,13214,7111,0,60939,26773,7005,34504,59356,28954,12997,10832,5355,13582,5275,2240,20838,0,1734,300816,69,55,564,688
Castelo Branco,2022,6131,4185,1946,4.3,630,3,272,36,4,499,1055,110,458,112,164,670,564,458,574,173,349,5940,120,48,23,0,1124,52,2165,36,0,1302,2630,384,1150,534,278,954,744,510,1000,0,489,13763,9998,2158,64396,25316,0,36778,63913,32077,20231,14950,7063,15420,7281,2921,20145,0,3072,333881,86,81,636,803
Castelo Branco,2023,6285,4295,1990,4.4,633,3,258,38,3,507,1038,131,463,125,181,685,619,456,579,193,373,6076,133,51,25,0,1148,0,2287,38,0,1322,2596,386,1200,575,298,986,842,508,1024,276,515,14221,13838,0,82155,27645,0,38802,67343,27755,23421,19062,4423,17336,8697,2854,22359,2067,4060,369992,90,67,709,866
Castelo Branco,2024,6422,4397,2025,4.5,613,1,263,41,3,515,1011,163,454,130,190,684,664,451,616,218,405,6217,125,56,24,0,1124,0,2265,41,171,1338,2616,317,1283,595,305,1004,894,0,1068,302,537,14406,12909,0,89616,16802,6813,43343,67377,28591,25459,18970,6570,19703,9601,0,23707,2276,4385,381775,59,93,707,859
Castelo de Paiva,2016,1265,898,367,11.0,163,1,102,10,5,122,269,31,77,6,15,76,105,106,81,43,53,1216,27,14,8,0,213,0,1100,10,16,619,600,141,143,0,18,118,112,112,124,46,62,3443,1480,0,16097,14,251,9761,7184,6628,1295,0,23210,1254,607,476,1431,379,386,70590,18,26,121,165
Castelo de Paiva,2017,1317,928,389,11.5,181,1,110,10,4,134,254,31,75,6,17,78,113,112,94,41,56,1264,28,16,9,0,231,0,1172,0,0,752,574,144,151,7,22,116,121,117,140,43,70,3682,1586,0,18117,0,0,12701,7509,53482,1580,250,20098,1300,692,573,1500,845,310,120470,29,31,127,187
Castelo de Paiva,2018,1370,954,416,11.9,164,1,118,11,4,138,251,30,86,6,19,88,124,126,93,42,69,1317,29,16,8,0,0,0,1291,11,12,608,589,144,172,7,25,134,135,132,149,44,79,3751,0,0,20277,13,555,9277,7986,16512,1793,159,19835,1698,824,667,1688,74,484,83799,25,35,152,212
Castelo de Paiva,2019,1348,920,428,11.7,148,1,118,10,3,137,253,32,91,5,21,86,125,110,99,38,71,1290,34,15,8,1,0,0,1369,10,12,639,593,122,172,6,28,115,137,116,161,40,83,3824,0,0,23745,17,210,10207,8304,25245,2163,200,18777,1129,1097,674,2130,226,581,97181,11,25,115,151
